,Text,Sentiment
382,"ANA with the conference tomorrow, I guess we will hit 10.05 after all...",1
383,"NFX - hearing PJCO out cautious following comScore data: Following Weak December, Overall 4Q Traffic Again Turns Negative user",0
384,"se pullback 2 initiate quick trades, not invest, long. Keep stops tight & sell up.  AAP EGN OCN AMH DDD NSM",1
385,"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",0
386,Maybe a good time to buy TD the 44 level appears to be holding as a key support level,1
387,"CSN option trader buys 1,500 of the Jan 11-16 call spread against low OI indicating entering a position for .50. Bet on data bef. Jan 19",1
388,AA there goes the kids college fund!,1
389,X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,0
390,"Green Monthly Triangle on ACAD,....Net Profit  7,177.00 (11.49%)  ",1
391,So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.  ,1
392,AA this is why I went all in..,1
393,"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",1
394,"My call for the week AA, WFC, APO, MON",1
395,AA i don't like the SPIN on operational cash flow,0
396,APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1.  30% decline,0
397,"ed Weekly Triangle on AMS,....Net Profit  26,135.00 (38.40%)  ",0
398,CM AVG THO AMWD  coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,1
399,"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",0
400,SPY SPX ES  Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,0
401,SWHC looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians.  Was on the Evening News,1
402,aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,0
403,HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,1
404,user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,0
405,WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,1
406,AJ Over 18.00 on good volume   ,1
407,CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.  ,1
408,ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,1
409,Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA  ,1
410,VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan  ,1
411,user: C     what is a runner     ,1
412,"V is now one of my longest growth stock holdings, ever (19 months and counting)...",1
413,fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,0
414,tol doji yesterday could mean another lower high. Wait for  close into cloud before going short   ,0
415,"AMWD setting up very nicely above 29.33.  In the very strong building and construction product group, along with APOG.",1
416,"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",1
417,FS - buy signal just triggered for us,1
418,ANF on the radar for a move above 48.70-49,1
419,DGI FTD.  Pivot range 26.98 to 28.33.,1
420,HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,0
421,"FAF new highs, still holding. Needs volume here.",1
422,NS Perfect day for a reversal candle on the dailies.,0
423,VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,1
424,added APP,1
425,"WFM - added small  89, prefer the 90-91 level to lay short out",0
426,MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,1
427,CMG - 5m descending triangle. 9% avg volume.  ,0
428,user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,1
429,DGI still moving,1
430,SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,0
431,SSYS operational cash flow declined 42% ttm vs. ttm,0
432,"Covering 1/2 WAC short 47.15, looking lower but got to book some...",0
433,"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",0
434,FS 4 hour - nice bounce ichard.   ,1
435,"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",1
436,"user I hate to be under 3, as average I end screw up, no good for me NN",0
437,DA nice run from entry; moving stop up to breakeven  ,1
438,"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",0
439,CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,0
440,APO Strong push off support (w/volume),1
441,from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave  ,1
442,"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",0
443,"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",0
444,VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,1
445,ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est  ,1
446,"trade idea buy ESC  25.95, target 35.50, cut below 21.40   ",1
447,"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX  ",1
448,Just a small dose of reality on CTIC :  ,0
449,"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",0
450,Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,1
451,EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,1
452,EBAY basing  ,1
453,Short YHOO,0
454,CHK thanks JPM upgraded   ,1
455,dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,0
456,user: SSYS  EACHED SI 80%  Crash is near,0
457,SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in  ,1
458,"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1
459,AAP P&F is bullish again...   ,1
460,"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs  ",1
461,user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,0
462,"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",0
463,"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty  intc",1
464,"Green Weekly Triangle on FNFG,....Scaling at 8.22  ",0
465,"FAF - ong  16.92. Trailing Stop  22.31 from 8 prior Stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",1
466,"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",1
467,"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",1
468,IPX  Over 22.15  ,1
469,MY   Over 28.25 or 28.50  ,1
470,XXIA Over 18.00  ,1
471,user SHOT YHOO TO 0!!!!!,0
472,"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",0
473,MON - and monthly - game on...  ,1
474,"HA EPS estimates being slashed as squeezed stock crash lands, looking for low 5's  ",0
475,"TSO Was long now crack spreads say low 30's = Short, VO good short too!  ",0
476,"AAP No pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",0
477,GEOY Should be trading at: 41.09 as each share worth 1.425 shares of DGI (28.84) x 1.425 = 41.09:  ,1
478,China is FIX ing itself STDY,1
479,CHK Good Info user: user S&P over 1470 and this thing rips IMO,1
480,"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",1
481,"WH consolidating at the highs, with gap support immediately under the price. -  from  ",1
482, MT BEAV --- all setting up for possible higher prices,1
483,MGM Caught in a ange user   ,0
484,New post - I could have Peter ynch'd this stock  MD,1
485,FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,1
486,user 3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,0
487,VOXX a user stock. Kudos to you my friend!,1
488,"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",0
489,"SWY - *WSJ: Cerberus, Supervalu Strike Deal - Sources - may put a bid under SWY",1
490,"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",0
491,HPQ in the 16.50 calls for .04!,1
492,AAP daily pop then vomit in motion...,0
493,"MCP don't catch that knife, if you think it will survive define risk buy some January 2015 EAP option and forget about it till then...",0
494,"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",1
495,AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,0
496,"AAP about to go red, amazing how many times that pattern can repeat over and over...",0
497,user u didn't miss it if it is still going lower :) MCP,0
498,GDOT making a new higher high. MACD bullish cross + OBV trending upwards.Time to fill this gap.   ,1
499,Back to a full size position in ZNGA here,1
500,FCE triggered Tues gapped Wed so today IMO do not have to think - you just take profits   ,1
501,"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",0
502,not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,0
503,WFC If they miss I will add,1
504,BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,0
505,"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",0
506,AAP gonna bounce hard off 516,1
507,GS is looking super strong.,1
508,wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,1
509,GS wants higher,1
510,"AAP watch CS, it's a tell for AAP imo!",1
511,BK - added to long,1
512,user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,1
513,JNP - added to long,1
514,CEE 5 min retest   ,1
515,AAP - trimmed 1/2 of our short exposure 516 level,0
516,AAP lower highs and lower lows intraday...where is big near term support?,0
517,The cult of Apple is dying -  AAP,0
518,ZION...looks to be basing under breakout...could touch bottom of triangle though  ,1
519,HPQ ocket since Noon!,1
520,HPQ ook at that Volume too! Very Nice! 16.50 Calls Do it!,1
521,"X - took long exposure down  25.95 - 26 area - still very bullish on T look, stock has a rip - n - dip rhythm, want dry powder 2 trade",1
522,"user sweet money, I need another 1.8% to scaling in Sell Short again CSN",0
523,HPQ Man these call options are so Cheap!,1
524,user: user SHOT YHOO TO 0!!!!! ONE DOWN 19 TO GO lololol,0
525,"user I lost 15% of my holdings when it first opened, but have recouped it all through AAP and now FB. Buying more of both",1
526,TE - new short on board for utility sector,0
527,"user Tr8r_x nice face, check the next HBAN Green Weekly Triangle (Sell Short)",0
528,"Green Weekly Triangle on HBAN,....Sell Short at 6.69  ",0
529,"user yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",0
530,BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),1
531,AAP moving above 525 pivot today is bullish for tomorrow.,1
532,AAP getting my attention. Showing some strength. Might actually jump in.,1
533,ES SPY SPX can we hold this breakout on the ES futures?,0
534,AAP Someone catch a leak of some news at 2:30 or what???,1
535,WFM - not getting much lift from the rally - looking like a possible bear flag - adding to short,0
536,"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)  ",0
537,V interesting reversal today,0
538,"BAC 100% Cash -->I will never listen to the sirens say Keep r Trade Overnight, it will Gapp Never... I Promise ;-)",1
539,HPQ is 17.50 too much to ask for tomorrow??? :),1
540,SDJPY No breakout on the close. isk rally with equity traders in front of their skis into earnings.  ES SPY SPX,0
541,Market underperform day thanks to my DDD + SSYS positions.  Staying long 3D printing.  AAP kept me green.  More upside to come.,1
542,"Green Weekly Triangle on HEK,...Sell Short at 3.96  ",0
543,"FS - Solar Market to ise 22 Percent in 2013, Deutsche Bank Predicts  ",1
